source_id,sheet_name,row_number,sample_cells
fixed_connections,7.13.CO_FIJAS_TECN_OECD,9,A9= | B9=2010 | C9=Ene | D9=888966 | E9=754222 | F9=4123 | G9=7639 | H9=6707 | I9= | J9=1661657 | K9= | M9= | N9=
fixed_connections,7.13.CO_FIJAS_TECN_OECD,10,A10= | B10= | C10=Feb | D10=888022 | E10=757169 | F10=4295 | G10=7640 | H10=5548 | I10= | J10=1662674 | K10= | M10= | N10=
fixed_connections,7.13.CO_FIJAS_TECN_OECD,11,A11= | B11= | C11=Mar | D11=886465 | E11=769090 | F11=4597 | G11=7143 | H11=5500 | I11= | J11=1672795 | K11= | M11= | N11=
fixed_connections,7.13.CO_FIJAS_TECN_OECD,12,A12= | B12= | C12=Abr | D12=890931 | E12=787434 | F12=4891 | G12=7274 | H12=5445 | I12= | J12=1695975 | K12= | M12= | N12=
fixed_connections,7.13.CO_FIJAS_TECN_OECD,13,A13= | B13= | C13=May | D13=897404 | E13=801736 | F13=5075 | G13=7850 | H13=5446 | I13=6 | J13=1717517 | K13= | M13= | N13=
fixed_connections,7.13.CO_FIJAS_TECN_OECD,14,A14= | B14= | C14=Jun | D14=899440 | E14=796571 | F14=5125 | G14=8021 | H14=5417 | I14=1 | J14=1714575 | K14= | M14= | N14=
fixed_connections,7.13.CO_FIJAS_TECN_OECD,15,A15= | B15= | C15=Jul | D15=910662 | E15=807233 | F15=5182 | G15=7704 | H15=5489 | I15= | J15=1736270 | K15= | M15= | N15=
fixed_connections,7.13.CO_FIJAS_TECN_OECD,16,A16= | B16= | C16=Ago | D16=917751 | E16=823209 | F16=5115 | G16=7679 | H16=5517 | I16= | J16=1759271 | K16= | M16= | N16=
fixed_connections,7.13.CO_FIJAS_TECN_OECD,17,A17= | B17= | C17=Sep | D17=921819 | E17=835614 | F17=5111 | G17=7579 | H17=5372 | I17= | J17=1775495 | K17= | M17= | N17=
fixed_connections,7.13.CO_FIJAS_TECN_OECD,18,A18= | B18= | C18=Oct | D18=930024 | E18=825805 | F18=5125 | G18=7670 | H18=4089 | I18= | J18=1772713 | K18= | M18= | N18=
fixed_connections,7.13.CO_FIJAS_TECN_OECD,19,A19= | B19= | C19=Nov | D19=931311 | E19=836902 | F19=5193 | G19=7622 | H19=5544 | I19= | J19=1786572 | K19= | M19= | N19=
fixed_connections,7.13.CO_FIJAS_TECN_OECD,20,A20= | B20= | C20=Dic | D20=931340 | E20=839654 | F20=5214 | G20=7658 | H20=5489 | I20= | J20=1789355 | K20= | M20= | N20=
fixed_connections,7.13.CO_FIJAS_TECN_OECD,21,A21= | B21= | C21= | D21= | E21= | F21= | G21= | H21= | I21= | J21= | K21= | M21= | N21=
fixed_connections,7.13.CO_FIJAS_TECN_OECD,22,A22= | B22= | C22= | D22= | E22= | F22= | G22= | H22= | I22= | J22= | K22= | M22= | N22=
fixed_connections,7.13.CO_FIJAS_TECN_OECD,23,A23= | B23= | C23= | D23= | E23= | F23= | G23= | H23= | I23= | J23= | K23= | M23= | N23=
fixed_connections,7.13.CO_FIJAS_TECN_OECD,24,A24= | B24=Año | C24=Mes | D24=ADSL | E24=HFC (Cable Modem)  | F24=WIMAX  | G24=Conexiones FTTX (Fibra Optica) | H24=Otras Conexiones Alámbricas | I24=Otras Conexiones Inalámbricas | J24=Otras Conexiones | K24=Total de Conexiones Fijas | M24= | N24=
fixed_connections,7.13.CO_FIJAS_TECN_OECD,25,A25= | B25=2011 | C25=Ene | D25=926082 | E25=843590 | F25=5396 | G25=6425 | H25=2536 | I25=5410 | J25=70 | K25=1789509 | L25= | M25= | N25=
fixed_connections,7.14.CO_FIJAS_SERV,2,A2= | B2= | E2= | F2= | G2= | H2= | I2= | J2= | K2= | L2= | M2= | N2= | O2= | P2= | Q2= | R2= | S2= | T2= | U2= | V2= | W2= | X2= | Y2= | Z2= | AA2= | AB2= | AC2= | AD2= | AE2= | AF2=
fixed_connections,7.14.CO_FIJAS_SERV,3,A3= | B3=SERVICIO ACCESO A INTERNET: TOTAL DE CONEXIONES FIJAS | E3= | F3= | G3= | H3= | I3= | J3= | K3= | L3= | M3= | N3= | O3= | P3= | Q3= | R3= | S3= | T3= | U3= | V3= | W3= | X3= | Y3= | Z3= | AA3= | AB3= | AC3= | AD3= | AE3= | AF3=
fixed_connections,7.14.CO_FIJAS_SERV,4,B4=CONEXIONES FIJAS POR TIPO DE SERVICIO Y EMPRESA
fixed_connections,7.14.CO_FIJAS_SERV,5,B5=
fixed_connections,7.14.CO_FIJAS_SERV,6,B6=
fixed_connections,7.14.CO_FIJAS_SERV,7,B7=<< VOLVER
fixed_connections,7.14.CO_FIJAS_SERV,8,B8= | C8= | D8=SÓLO NTERNET FIJA | E8= | F8= | G8= | H8= | I8= | J8= | K8= | L8= | M8= | N8= | O8= | P8= | Q8= | R8= | S8= | T8= | U8= | V8= | W8= | X8= | Y8= | Z8= | AA8= | AB8= | AC8= | AD8= | AE8=
fixed_connections,7.14.CO_FIJAS_SERV,9,B9=Año | C9=Mes | D9=AT&T Chile S.A. | E9=Entel-Chile S.A. | F9=CMET | G9=Telsur | H9=Grupo Claro-VTR | I9=Movistar | J9=CTR | K9=Entelphone | L9=STEL Access | M9=GTD Manquehue | N9=Telcoy | O9=VTR Banda Ancha | P9=Claro Serv. Empresariales | Q9=Fullcom | R9=Netline | S9=Austro Internet | T9=Netglobalis | U9=Hughesnet | V9=UUNET | W9=Starlink | X9=Mi Internet Spa | Y9=Comercial Washington Ernesto Oyarce Sazo | Z9=Marco Antonio Borquez Santana Sistemas | AA9=Intersur Ltda. | AB9=Servicios Zonales De Internet Ltda. | AC9=Ingbell Chile Spa | AD9=Directv | AE9=Mundo
fixed_connections,7.14.CO_FIJAS_SERV,10,B10=2022 | C10=Ene | D10=10 | E10=33850 | F10= | G10=82565 | H10=522675 | I10=588618 | J10=13 | K10=155640 | L10=3184 | M10=39780 | N10=8744 | O10= | P10= | Q10=68 | R10=588 | S10=35 | T10=6 | U10=13591 | V10=0 | W10=2228 | X10= | Y10= | Z10= | AA10= | AB10= | AC10= | AD10= | AE10=343305
fixed_connections,7.14.CO_FIJAS_SERV,11,B11= | C11=Feb | D11=10 | E11=34699 | F11=3802 | G11=83689 | H11=521011 | I11=581899 | J11=13 | K11=157841 | L11=3252 | M11=41069 | N11=8825 | O11= | P11= | Q11=61 | R11=631 | S11=35 | T11=6 | U11=12241 | V11=0 | W11=2742 | X11= | Y11= | Z11= | AA11= | AB11= | AC11= | AD11= | AE11=347088
fixed_connections,7.14.CO_FIJAS_SERV,12,B12= | C12=Mar | D12=11 | E12=35460 | F12=3431 | G12=85781 | H12=519750 | I12=602177 | J12=13 | K12=161676 | L12=3376 | M12=41556 | N12=8984 | O12= | P12= | Q12=58 | R12=619 | S12=35 | T12=6 | U12=15668 | V12= | W12=3111 | X12= | Y12= | Z12= | AA12= | AB12= | AC12= | AD12= | AE12=354186
fixed_connections,7.14.CO_FIJAS_SERV,13,B13= | C13=Abr | D13=11 | E13=35740 | F13=3084 | G13=87146 | H13=534900 | I13=605708 | J13=182 | K13=164872 | L13=3423 | M13=42984 | N13=9082 | O13= | P13= | Q13=58 | R13=574 | S13=35 | T13=6 | U13=15738 | V13= | W13=3324 | X13= | Y13= | Z13= | AA13= | AB13= | AC13= | AD13= | AE13=358663
fixed_connections,7.14.CO_FIJAS_SERV,14,B14= | C14=May | D14=11 | E14=36241 | F14=2862 | G14=86647 | H14=535439 | I14=612283 | J14=187 | K14=167821 | L14=3584 | M14=43494 | N14=9084 | O14= | P14= | Q14=60 | R14=598 | S14=35 | T14=6 | U14=15191 | V14= | W14=3651 | X14= | Y14= | Z14= | AA14= | AB14= | AC14= | AD14= | AE14=361309
fixed_connections,7.14.CO_FIJAS_SERV,15,B15= | C15=Jun | D15=11 | E15=36724 | F15=2715 | G15=86449 | H15=533912 | I15=621060 | J15=194 | K15=170147 | L15=3934 | M15=44275 | N15=9100 | O15= | P15= | Q15=59 | R15=594 | S15=35 | T15=6 | U15=15336 | V15= | W15=3885 | X15= | Y15= | Z15= | AA15= | AB15= | AC15= | AD15= | AE15=363803
fixed_connections,7.14.CO_FIJAS_SERV,16,B16= | C16=Jul | D16=11 | E16=37260 | F16=2529 | G16=87138 | H16=530373 | I16=643073 | J16=192 | K16=171653 | L16=4030 | M16=45034 | N16=9130 | O16= | P16= | Q16=54 | R16=649 | S16=35 | T16=6 | U16=14608 | V16= | W16=4250 | X16= | Y16= | Z16= | AA16= | AB16= | AC16= | AD16= | AE16=369741
fixed_connections,7.14.CO_FIJAS_SERV,17,B17= | C17=Ago | D17=10 | E17=37732 | F17=2340 | G17=87007 | H17=536421 | I17=651928 | J17=193 | K17=171849 | L17=3856 | M17=46217 | N17=9220 | O17= | P17= | Q17=46 | R17=663 | S17=35 | T17=6 | U17=14397 | V17= | W17=5415 | X17= | Y17= | Z17= | AA17= | AB17= | AC17= | AD17= | AE17=372753
fixed_connections,7.14.CO_FIJAS_SERV,18,B18= | C18=Sep | D18=10 | E18=38088 | F18=2227 | G18=87345 | H18=518642 | I18=656131 | J18=200 | K18=173495 | L18=3862 | M18=46658 | N18=9294 | O18= | P18= | Q18=56 | R18=635 | S18=35 | T18=6 | U18=14377 | V18= | W18=7101 | X18= | Y18= | Z18= | AA18= | AB18= | AC18= | AD18= | AE18=376576
fixed_connections,7.14.CO_FIJAS_SERV,19,B19= | C19=Oct | D19=10 | E19=38645 | F19=2115 | G19=86684 | H19=521081 | I19=663347 | J19=203 | K19=176519 | L19=3834 | M19=46562 | N19=9426 | O19= | P19= | Q19=56 | R19=635 | S19=35 | T19= | U19=13791 | V19= | W19=8671 | X19= | Y19= | Z19= | AA19= | AB19= | AC19= | AD19= | AE19=382486
fixed_connections,7.14.CO_FIJAS_SERV,20,B20= | C20=Nov | D20=9 | E20=39284 | F20=2003 | G20=87011 | H20=515827 | I20=932458 | J20=205 | K20=179345 | L20=3753 | M20=47707 | N20=9469 | O20= | P20= | Q20=56 | R20=657 | S20=35 | T20=6 | U20=13327 | V20= | W20=11484 | X20= | Y20= | Z20= | AA20= | AB20= | AC20= | AD20= | AE20=389241
fixed_connections,7.14.CO_FIJAS_SERV,21,B21= | C21=Dic | D21=10 | E21=39633 | F21=1916 | G21=87039 | H21=499700 | I21=930309 | J21=206 | K21=181108 | L21=3654 | M21=48488 | N21=9490 | O21= | P21= | Q21=56 | R21=657 | S21=35 | T21= | U21=12837 | V21= | W21=13391 | X21= | Y21= | Z21= | AA21= | AB21= | AC21= | AD21= | AE21=393856
fixed_connections,7.14.CO_FIJAS_SERV,22,B22=2023 | C22=Ene | D22=10 | E22=40081 | F22=1793 | G22=86953 | H22=472486 | I22=936031 | J22=212 | K22=182876 | L22=3576 | M22=48723 | N22=9487 | O22= | P22= | Q22=54 | R22=680 | S22=35 | T22= | U22=12447 | V22= | W22=16526 | X22= | Y22= | Z22= | AA22= | AB22= | AC22= | AD22= | AE22=399027
fixed_connections,7.14.CO_FIJAS_SERV,23,B23= | C23=Feb | D23=10 | E23=39697 | F23=1686 | G23=86470 | H23=468145 | I23=939332 | J23=210 | K23=184149 | L23=3564 | M23=49960 | N23=9529 | O23= | P23= | Q23=54 | R23=689 | S23=35 | T23= | U23=12071 | V23= | W23=18248 | X23= | Y23= | Z23= | AA23= | AB23= | AC23= | AD23= | AE23=400536
fixed_connections,7.14.CO_FIJAS_SERV,24,B24= | C24=Mar | D24=10 | E24=40669 | F24=1583 | G24=87524 | H24=466114 | I24=863210 | J24=223 | K24=187866 | L24=3539 | M24=50953 | N24=9682 | O24= | P24= | Q24=58 | R24=691 | S24=35 | T24= | U24=11685 | V24= | W24=21245 | X24= | Y24= | Z24= | AA24= | AB24= | AC24= | AD24= | AE24=408288
fixed_connections,7.14.CO_FIJAS_SERV,25,B25= | C25=Abr | D25=10 | E25=40907 | F25=1474 | G25=86880 | H25=461456 | I25=764403 | J25=227 | K25=188938 | L25=3478 | M25=52562 | N25=9797 | O25= | P25= | Q25=58 | R25=686 | S25=35 | T25= | U25=11133 | V25= | W25=23100 | X25= | Y25= | Z25= | AA25= | AB25= | AC25= | AD25= | AE25=414152
fixed_connections,7.15.CO_FIJAS_TCL_TECN,2,B2=SERVICIO ACCESO A INTERNET: CONEXIONES FIJAS POR TIPO DE CLIENTE Y TECNOLOGÍA 
fixed_connections,7.15.CO_FIJAS_TCL_TECN,3,B3= | D3=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,5,B5=<< VOLVER | C5= | D5= | E5= | F5= | G5=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,6,A6= | B6= | C6= | D6= | E6= | F6= | G6= | H6= | I6= | J6= | K6=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,7,A7= | B7= | C7= | D7= | E7= | F7= | G7= | H7= | I7= | K7=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,8,A8= | B8= | C8= | D8=Conexiones Residenciales | E8= | F8= | G8= | H8= | I8= | J8= | K8= | L8=Conexiones Comerciales | M8= | N8= | O8= | P8= | Q8= | R8= | S8= | T8=Otros (Tipos de clientes no identificados) | U8= | V8= | W8= | X8= | Y8= | Z8= | AA8= | AB8=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,9,A9= | B9=Año | C9=Mes | D9=Total de Conexiones Residenciales Fijas | E9=Conexiones ADSL | F9=Conexiones por HFC (Cable Modem)  | G9=Conexiones WIMAX  | H9=Conexiones FTTX (Fibra Optica) | I9=Otras Conexiones Alámbricas | J9=Otras Conexiones Inalámbricas | K9=Otras Conexiones | L9=Total de Conexiones Comerciales Fijas | M9=Conexiones ADSL | N9=Conexiones por HFC (Cable Modem)  | O9=Conexiones WIMAX  | P9=Conexiones FTTX (Fibra Optica) | Q9=Otras Conexiones Alámbricas | R9=Otras Conexiones Inalámbricas | S9=Otras Conexiones | T9=Total de Otras Conexiones (Tipos de clientes no identificados) | U9=Conexiones ADSL | V9=Conexiones por HFC (Cable Modem)  | W9=Conexiones WIMAX  | X9=Conexiones FTTX (Fibra Optica) | Y9=Otras Conexiones Alámbricas | Z9=Otras Conexiones Inalámbricas | AA9=Otras Conexiones | AB9=Total de Conexiones
fixed_connections,7.15.CO_FIJAS_TCL_TECN,10,A10= | B10=2010 | C10=Ene | D10=1517672 | E10=764075 | F10=741141 | G10=6046 | H10=34 | I10=68 | J10=5134 | K10=1174 | L10=181233 | M10=143436 | N10=23085 | O10=1862 | P10=1458 | Q10=6588 | R10=3507 | S10=1297 | T10=3 | U10= | V10= | W10= | X10= | Y10= | Z10=3 | AA10= | AB10=1698908 | AC10=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,11,A11= | B11= | C11=Feb | D11=1517165 | E11=762287 | F11=743597 | G11=6419 | H11=36 | I11=69 | J11=3747 | K11=1010 | L11=180805 | M11=143199 | N11=23147 | O11=1854 | P11=1451 | Q11=6616 | R11=3312 | S11=1226 | T11=13 | U11=5 | V11= | W11= | X11= | Y11=1 | Z11=7 | AA11= | AB11=1697983 | AC11=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,12,A12= | B12= | C12=Mar | D12=1528089 | E12=761660 | F12=754806 | G12=6762 | H12=38 | I12=65 | J12=3702 | K12=1056 | L12=180199 | M12=143278 | N12=23120 | O12=1871 | P12=1350 | Q12=6152 | R12=3303 | S12=1125 | T12=15 | U12=5 | V12= | W12= | X12= | Y12=1 | Z12=9 | AA12= | AB12=1708303 | AC12=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,13,A13= | B13= | C13=Abr | D13=1501233 | E13=716464 | F13=772834 | G13=7301 | H13=38 | I13=63 | J13=3668 | K13=865 | L13=230277 | M13=193005 | N13=23350 | O13=1880 | P13=1462 | Q13=6189 | R13=3285 | S13=1106 | T13=8 | U13= | V13= | W13= | X13= | Y13= | Z13=8 | AA13= | AB13=1731518 | AC13=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,14,A14= | B14= | C14=May | D14=1521950 | E14=723619 | F14=786469 | G14=7270 | H14=38 | I14=62 | J14=3665 | K14=827 | L14=230738 | M14=192671 | N14=23620 | O14=1882 | P14=1416 | Q14=6778 | R14=3309 | S14=1062 | T14=122 | U14=110 | V14= | W14= | X14= | Y14= | Z14=12 | AA14= | AB14=1752810 | AC14=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,15,A15= | B15= | C15=Jun | D15=1518619 | E15=725584 | F15=781052 | G15=7410 | H15=37 | I15=63 | J15=3670 | K15=803 | L15=230722 | M15=192439 | N15=23798 | O15=1909 | P15=1503 | Q15=6802 | R15=3287 | S15=984 | T15=117 | U15= | V15= | W15= | X15= | Y15=113 | Z15=4 | AA15= | AB15=1749458 | AC15=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,16,A16= | B16= | C16=Jul | D16=1538473 | E16=735279 | F16=791349 | G16=7206 | H16=36 | I16=63 | J16=3736 | K16=804 | L16=231969 | M16=193757 | N16=23997 | O16=1924 | P16=1524 | Q16=6527 | R16=3274 | S16=966 | T16=43 | U16=1 | V16= | W16= | X16= | Y16=39 | Z16=3 | AA16= | AB16=1770485 | AC16=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,17,A17= | B17= | C17=Ago | D17=1560309 | E17=741771 | F17=807065 | G17=6950 | H17=34 | I17=66 | J17=3764 | K17=659 | L17=233235 | M17=194834 | N17=24161 | O17=1937 | P17=1534 | Q17=6523 | R17=3286 | S17=960 | T17=50 | U17=48 | V17= | W17= | X17= | Y17=1 | Z17=1 | AA17= | AB17=1793594 | AC17=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,18,A18= | B18= | C18=Sep | D18=1574574 | E18=744299 | F18=819134 | G18=6755 | H18=35 | I18=64 | J18=3627 | K18=660 | L18=233615 | M18=195203 | N18=24338 | O18=1939 | P18=1545 | Q18=6349 | R18=3281 | S18=960 | T18=0 | U18= | V18= | W18= | X18= | Y18= | Z18= | AA18= | AB18=1808189 | AC18=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,19,A19= | B19= | C19=Oct | D19=1568847 | E19=750239 | F19=808609 | G19=6643 | H19=36 | I19=61 | J19=2699 | K19=560 | L19=234815 | M19=196051 | N19=24979 | O19=1956 | P19=1560 | Q19=6423 | R19=2928 | S19=918 | T19=0 | U19= | V19= | W19= | X19= | Y19= | Z19= | AA19= | AB19=1803662 | AC19=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,20,A20= | B20= | C20=Nov | D20=1581281 | E20=751222 | F20=819042 | G20=6541 | H20=37 | I20=57 | J20=3825 | K20=557 | L20=235699 | M20=196154 | N20=25464 | O20=1966 | P20=1564 | Q20=6371 | R20=3271 | S20=909 | T20=0 | U20= | V20= | W20= | X20= | Y20= | Z20= | AA20= | AB20=1816980 | AC20=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,21,A21= | B21= | C21=Dic | D21=1583735 | E21=751972 | F21=821212 | G21=6391 | H21=38 | I21=59 | J21=3758 | K21=305 | L21=235829 | M21=195809 | N21=25905 | O21=1981 | P21=1593 | Q21=6378 | R21=3307 | S21=856 | T21=0 | U21= | V21= | W21= | X21= | Y21= | Z21= | AA21= | AB21=1819564 | AC21=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,22,A22= | B22=2011 | C22=Ene | D22=1585560 | E22=746676 | F22=824327 | G22=6372 | H22=4097 | I22=46 | J22=3695 | K22=347 | L22=233586 | M22=195597 | N22=26540 | O22=1990 | P22=2395 | Q22=2829 | R22=3301 | S22=934 | T22=0 | U22= | V22= | W22= | X22= | Y22= | Z22= | AA22= | AB22=1819146 | AC22=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,23,A23= | B23= | C23=Feb | D23=1580390 | E23=736343 | F23=829084 | G23=6549 | H23=4434 | I23=54 | J23=3602 | K23=324 | L23=243266 | M23=202181 | N23=26651 | O23=1987 | P23=2430 | Q23=5802 | R23=3309 | S23=906 | T23=0 | U23= | V23= | W23= | X23= | Y23= | Z23= | AA23= | AB23=1823656 | AC23=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,24,A24= | B24= | C24=Mar | D24=1610695 | E24=741623 | F24=853127 | G24=7145 | H24=4875 | I24=54 | J24=3546 | K24=325 | L24=244359 | M24=203074 | N24=26942 | O24=1994 | P24=2508 | Q24=5672 | R24=3293 | S24=876 | T24=0 | U24= | V24= | W24= | X24= | Y24= | Z24= | AA24= | AB24=1855054 | AC24=
fixed_connections,7.15.CO_FIJAS_TCL_TECN,25,A25= | B25= | C25=Abr | D25=1633824 | E25=745340 | F25=871884 | G25=7538 | H25=5204 | I25=53 | J25=3504 | K25=301 | L25=245627 | M25=202951 | N25=28238 | O25=2007 | P25=2552 | Q25=5725 | R25=3271 | S25=883 | T25=0 | U25= | V25= | W25= | X25= | Y25= | Z25= | AA25= | AB25=1879451 | AC25=
mobile_connections,ÍNDICE,1,J1= | K1=
mobile_connections,ÍNDICE,2,B2=ESTADÍSTICAS SERVICIO DE ACCESO A INTERNET MÓVIL | C2= | D2= | E2= | F2= | J2= | K2=
mobile_connections,ÍNDICE,3,B3= | C3= | D3= | E3= | F3= | J3= | K3=
mobile_connections,ÍNDICE,4,B4= | C4= | D4= | E4= | F4= | J4= | K4=
mobile_connections,ÍNDICE,5,C5=INDICE | J5= | K5=
mobile_connections,ÍNDICE,6,B6= | C6= | J6= | K6=
mobile_connections,ÍNDICE,7,B7= | I7= | J7= | K7=
mobile_connections,ÍNDICE,8,B8=> | C8=8.1. CONEXIONES MÓVILES POR TIPO DE TECNOLOGÍA | I8= | J8= | K8=
mobile_connections,ÍNDICE,9,B9=> | C9=8.3. CONEXIONES MÓVILES POR TIPO DE TECNOLOGÍA Y EMPRESA | I9= | J9= | K9=
mobile_connections,ÍNDICE,10,B10=> | C10=8.4. CONEXIONES MÓVILES POR TIPO DE CLIENTE (OECD) | I10= | J10= | K10=
mobile_connections,ÍNDICE,11,B11=> | C11=8.7. CONEXIONES MÓVILES POR TIPO DE TECNOLOGÍA Y TIPO DE TERMINAL | I11= | J11= | K11=
mobile_connections,ÍNDICE,12,"B12=> | C12=8.8. CONEXIONES MÓVILES POR EMPRESA, TIPO DE TECNOLOGÍA Y TIPO DE TERMINAL | I12= | J12= | K12="
mobile_connections,ÍNDICE,13,B13=> | C13=8.9. CONEXIONES MÓVILES POR TIPO PLAN | I13= | J13= | K13=
mobile_connections,ÍNDICE,14,E14= | I14= | J14= | K14=
mobile_connections,8.1.CO_TEC_MOVIL,2,B2=SERVICIO ACCESO A INTERNET: TOTAL DE CONEXIONES MÓVILES
mobile_connections,8.1.CO_TEC_MOVIL,3,B3=CONEXIONES MÓVILES POR TIPO DE TECNOLOGÍA
mobile_connections,8.1.CO_TEC_MOVIL,4,B4=
mobile_connections,8.1.CO_TEC_MOVIL,6,B6=<< VOLVER | C6= | D6= | E6= | F6= | G6=
mobile_connections,8.1.CO_TEC_MOVIL,7,A7= | B7=Año | C7=Mes | D7=Total de conexiones 2G | E7=Total de conexiones 3G | F7=Total de conexiones 4G | G7=Total de conexiones 5G | H7=Total de Conexiones Móviles | I7=Total de Conexiones 3G+4G+5G | J7=Penetración 2G por cada 100 habitantes | K7=Penetración 3G por cada 100 habitantes | L7=Penetración 4G por cada 100 habitantes | M7=Penetración 5G por cada 100 habitantes | N7=Penetración 3G+4G+5G por cada 100 habitantes | O7=Penetración Total por cada 100 habitantes
mobile_connections,8.1.CO_TEC_MOVIL,8,A8= | B8=2009 | C8=Dic | D8=3052045 | E8=638787 | F8= | G8= | H8=3690832 | I8=638787 | J8=18.012806019163055 | K8=3.7700447793407728 | L8= | M8= | N8=3.7700447793407728 | O8=21.782850798503826
mobile_connections,8.1.CO_TEC_MOVIL,9,A9= | B9=2010 | C9=Ene | D9=3025950 | E9=729958 | F9= | G9= | H9=3755908 | I9=729958 | J9=17.843589566835284 | K9=4.3044567666445079 | L9= | M9= | N9=4.3044567666445079 | O9=22.14804633347979
mobile_connections,8.1.CO_TEC_MOVIL,10,A10= | B10= | C10=Feb | D10=2976434 | E10=780957 | F10= | G10= | H10=3757391 | I10=780957 | J10=17.536667265277419 | K10=4.6012722128188486 | L10= | M10= | N10=4.6012722128188486 | O10=22.137939478096268
mobile_connections,8.1.CO_TEC_MOVIL,11,A11= | B11= | C11=Mar | D11=3032765 | E11=860017 | F11= | G11= | H11=3892782 | I11=860017 | J11=17.853371081255204 | K11=5.0627736198445499 | L11= | M11= | N11=5.0627736198445499 | O11=22.916144701099753
mobile_connections,8.1.CO_TEC_MOVIL,12,A12= | B12= | C12=Abr | D12=3024333 | E12=964118 | F12= | G12= | H12=3988451 | I12=964118 | J12=17.788611977569996 | K12=5.6707779872754847 | L12= | M12= | N12=5.6707779872754847 | O12=23.459389964845478
mobile_connections,8.1.CO_TEC_MOVIL,13,A13= | B13= | C13=May | D13=3212406 | E13=1015940 | F13= | G13= | H13=4228346 | I13=1015940 | J13=18.878789803897554 | K13=5.9705148456862807 | L13= | M13= | N13=5.9705148456862807 | O13=24.849304649583836
mobile_connections,8.1.CO_TEC_MOVIL,14,A14= | B14= | C14=Jun | D14=3284863 | E14=1053617 | F14= | G14= | H14=4338480 | I14=1053617 | J14=19.288239560883884 | K14=6.1866863553882752 | L14= | M14= | N14=6.1866863553882752 | O14=25.474925916272163
mobile_connections,8.1.CO_TEC_MOVIL,15,A15= | B15= | C15=Jul | D15=3445085 | E15=1091122 | F15= | G15= | H15=4536207 | I15=1091122 | J15=20.211901154332157 | K15=6.4014821147568819 | L15= | M15= | N15=6.4014821147568819 | O15=26.613383269089038
mobile_connections,8.1.CO_TEC_MOVIL,16,A16= | B16= | C16=Ago | D16=3361212 | E16=1133410 | F16= | G16= | H16=4494622 | I16=1133410 | J16=19.703136253043358 | K16=6.6439521400500396 | L16= | M16= | N16=6.6439521400500396 | O16=26.347088393093397
mobile_connections,8.1.CO_TEC_MOVIL,17,A17= | B17= | C17=Sep | D17=3367676 | E17=1184896 | F17= | G17= | H17=4552572 | I17=1184896 | J17=19.724330645088077 | K17=6.9398839092722353 | L17= | M17= | N17=6.9398839092722353 | O17=26.664214554360314
mobile_connections,8.1.CO_TEC_MOVIL,18,A18= | B18= | C18=Oct | D18=3527081 | E18=1265877 | F18= | G18= | H18=4792958 | I18=1265877 | J18=20.640500941119686 | K18=7.4079204333106512 | L18= | M18= | N18=7.4079204333106512 | O18=28.048421374430337
mobile_connections,8.1.CO_TEC_MOVIL,19,A19= | B19= | C19=Nov | D19=3617632 | E19=1331159 | F19= | G19= | H19=4948791 | I19=1331159 | J19=21.152531463644468 | K19=7.7833739392546022 | L19= | M19= | N19=7.7833739392546022 | O19=28.935905402899067
mobile_connections,8.1.CO_TEC_MOVIL,20,A20= | B20= | C20=Dic | D20=3809777 | E20=1445675 | F20= | G20= | H20=5255452 | I20=1445675 | J20=22.257222438673235 | K20=8.445825057222228 | L20= | M20= | N20=8.445825057222228 | O20=30.703047495895465
mobile_connections,8.1.CO_TEC_MOVIL,21,A21= | B21=2011 | C21=Ene | D21=3540683 | E21=1780975 | F21= | G21= | H21=5321658 | I21=1780975 | J21=20.667525701735826 | K21=10.395832269268093 | L21= | M21= | N21=10.395832269268093 | O21=31.063357971003917
mobile_connections,8.1.CO_TEC_MOVIL,22,A22= | B22= | C22=Feb | D22=3482404 | E22=1780671 | F22= | G22= | H22=5263075 | I22=1780671 | J22=20.310046287769417 | K22=10.385213902031085 | L22= | M22= | N22=10.385213902031085 | O22=30.6952601898005
mobile_connections,8.1.CO_TEC_MOVIL,23,A23= | B23= | C23=Mar | D23=3509356 | E23=1918215 | F23= | G23= | H23=5427571 | I23=1918215 | J23=20.449836785017389 | K23=11.177886674527215 | L23= | M23= | N23=11.177886674527215 | O23=31.627723459544605
